index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color
15223,2,No,None,Visual,9T7ZP7,Male,Yes,77.0,12.0,5.0,16.0,9.0,91.0,21:30,5:30,public transport,yellow
15224,2,No,Clubs,Visual,R67CLW,Female,Yes,82.0,3.0,14.0,15.0,8.0,97.0,22:00,6:00,private transport,black
15225,1,No,None,Auditory,AVZ0JP,Female,Yes,43.0,9.0,19.0,16.0,12.0,56.0,0:00,5:00,public transport,green
15226,0,No,None,Auditory,3YP8F0,Male,Yes,94.0,13.0,8.0,15.0,7.0,91.0,23:00,7:00,walk,blue
15227,0,Yes,None,Visual,HW2P41,Female,No,81.0,15.0,1.0,15.0,8.0,97.0,21:00,5:00,public transport,yellow
15228,0,No,Sports,Auditory,C5O3NN,Male,No,57.0,26.0,1.0,15.0,9.0,94.0,21:00,5:00,public transport,green
15229,2,Yes,Arts,Auditory,XRGHWV,Female,No,46.0,15.0,8.0,15.0,11.0,96.0,22:30,6:30,private transport,green
15230,1,No,Clubs,Auditory,S2KJD1,Male,No,65.0,19.0,9.0,16.0,13.0,91.0,21:00,5:00,public transport,green
15231,1,Yes,Clubs,Auditory,8EH570,Female,Yes,69.0,0.0,21.0,15.0,11.0,93.0,22:00,6:00,private transport,black
15232,0,Yes,None,Visual,B3ALKJ,Female,No,85.0,12.0,4.0,15.0,8.0,96.0,23:00,7:00,walk,blue
15233,1,No,None,Auditory,2Z5R42,Male,No,51.0,21.0,4.0,15.0,18.0,93.0,21:00,5:00,public transport,black
15234,0,No,None,Auditory,L7A8OC,Male,No,92.0,12.0,10.0,16.0,7.0,95.0,22:00,6:00,private transport,white
15235,1,No,Sports,Auditory,NC7QUD,Male,Yes,61.0,13.0,11.0,15.0,10.0,90.0,21:30,5:30,public transport,blue
15236,1,Yes,Sports,Auditory,48TP97,Male,Yes,85.0,22.0,0.0,16.0,7.0,98.0,22:00,6:00,private transport,green
15237,2,No,Sports,Visual,K44JK5,Male,Yes,77.0,17.0,2.0,15.0,9.0,99.0,21:00,5:00,public transport,white
15238,1,No,Arts,Visual,56ZOM1,Female,No,60.0,6.0,20.0,16.0,16.0,,23:00,7:00,walk,yellow
15239,1,Yes,None,Auditory,5XM1J4,Male,Yes,,13.0,9.0,16.0,6.0,98.0,21:00,5:00,public transport,white
15240,2,No,Sports,Visual,WYYTE4,Male,No,66.0,15.0,8.0,15.0,9.0,98.0,22:00,6:00,private transport,black
15241,0,No,Clubs,Visual,8L6CFM,Female,No,82.0,11.0,13.0,15.0,8.0,94.0,21:00,5:00,public transport,red
15242,1,No,Sports,Visual,LNUAK4,Female,Yes,60.0,24.0,4.0,16.0,15.0,96.0,22:00,6:00,private transport,blue
15243,1,No,Arts,Auditory,O69KMB,Female,No,47.0,10.0,20.0,16.0,12.0,68.0,0:00,6:00,private transport,white
15244,1,No,Clubs,Auditory,PLFQVE,Male,Yes,68.0,18.0,10.0,16.0,8.0,94.0,21:30,5:30,public transport,green
15245,1,No,Sports,Visual,18MFM6,Male,No,,18.0,12.0,16.0,10.0,98.0,21:30,5:30,public transport,green
15246,1,No,Arts,Auditory,RLKVGZ,Male,No,58.0,10.0,17.0,16.0,11.0,99.0,21:30,5:30,public transport,green
15247,1,No,Arts,Auditory,KUHYWR,Female,Yes,58.0,15.0,12.0,16.0,7.0,96.0,21:30,5:30,public transport,yellow
15248,0,No,Clubs,Auditory,LHIYCP,Female,No,76.0,9.0,18.0,15.0,6.0,96.0,23:00,7:00,walk,yellow
15249,1,No,Arts,Visual,H1LT3E,Female,Yes,60.0,7.0,15.0,16.0,7.0,92.0,22:30,6:30,private transport,red
15250,0,No,None,Visual,4Z33SL,Male,Y,91.0,16.0,2.0,16.0,9.0,93.0,22:00,6:00,private transport,white
15251,0,No,Clubs,Auditory,SV3BWX,Male,Yes,62.0,20.0,1.0,15.0,16.0,94.0,22:30,6:30,private transport,white
15252,0,Yes,None,Visual,72Q3FD,Female,No,69.0,6.0,10.0,15.0,17.0,,21:30,5:30,public transport,green
15253,1,No,Arts,Auditory,FNCDFD,Female,No,53.0,7.0,22.0,15.0,17.0,95.0,23:00,7:00,walk,white
15254,0,No,None,Visual,GNXBV4,Female,No,79.0,15.0,12.0,15.0,5.0,99.0,21:00,5:00,public transport,red
15255,1,No,Arts,Auditory,63DHMW,Male,Yes,50.0,13.0,11.0,16.0,9.0,96.0,22:30,6:30,private transport,white
15256,0,No,None,Auditory,W156S0,Female,No,66.0,8.0,12.0,15.0,12.0,95.0,21:30,5:30,public transport,black
15257,0,Yes,CLUBS,Auditory,65PM3C,Male,N,80.0,14.0,7.0,15.0,10.0,93.0,23:00,7:00,walk,blue
15258,2,No,None,Visual,GE99NV,Male,No,69.0,11.0,12.0,16.0,16.0,91.0,21:30,5:30,public transport,black
15259,0,No,None,Visual,Z3YSIR,Female,Yes,90.0,14.0,9.0,16.0,9.0,98.0,22:00,6:00,private transport,yellow
15260,1,No,Arts,Visual,J3EV9X,Female,No,60.0,17.0,9.0,16.0,18.0,91.0,23:00,7:00,walk,red
15261,1,No,None,Auditory,Y79T20,Male,Yes,58.0,11.0,11.0,15.0,11.0,90.0,22:30,6:30,private transport,yellow
15262,2,No,Arts,Auditory,8OUI7G,Male,No,56.0,16.0,3.0,15.0,12.0,100.0,21:30,5:30,public transport,white
15263,2,Yes,Clubs,Visual,MWDPI3,Female,No,72.0,9.0,11.0,16.0,14.0,100.0,23:00,7:00,walk,green
15264,1,No,Clubs,Auditory,6ACMVJ,Female,Yes,69.0,20.0,2.0,16.0,13.0,94.0,22:30,6:30,private transport,black
15265,1,No,Arts,Auditory,PV8W4B,Male,Yes,62.0,27.0,1.0,15.0,12.0,92.0,22:00,6:00,private transport,green
15266,0,Yes,Arts,Visual,IO4YUR,Female,Yes,79.0,17.0,3.0,16.0,7.0,94.0,21:00,5:00,public transport,red
15267,1,Yes,Clubs,Auditory,CMU5DH,Male,Yes,66.0,16.0,3.0,15.0,16.0,93.0,21:30,5:30,public transport,blue
15268,0,No,None,Visual,ZM2575,Male,Yes,87.0,21.0,2.0,15.0,8.0,98.0,21:00,5:00,public transport,red
15269,2,Yes,None,Visual,1G0REE,Female,Yes,76.0,5.0,9.0,15.0,8.0,97.0,21:30,5:30,public transport,white
15270,1,No,Clubs,Visual,L13FDC,Female,Yes,52.0,15.0,15.0,16.0,9.0,92.0,22:00,6:00,private transport,green
15271,0,Yes,Sports,Visual,SVPY7T,Male,Yes,76.0,16.0,0.0,15.0,15.0,94.0,22:00,6:00,private transport,green
15272,0,No,None,Auditory,935XMB,Male,Y,62.0,12.0,9.0,15.0,16.0,93.0,23:00,7:00,walk,yellow
15273,1,No,Clubs,Visual,1FKAEF,Male,No,61.0,20.0,6.0,16.0,6.0,95.0,21:30,5:30,public transport,green
15274,1,No,Clubs,Visual,51JG2R,Female,No,49.0,12.0,18.0,15.0,8.0,,22:00,6:00,private transport,yellow
15275,1,Yes,Clubs,Auditory,A0Y666,Male,No,47.0,20.0,5.0,16.0,7.0,97.0,23:00,7:00,walk,white
15276,0,No,Clubs,Auditory,XABUCB,Female,No,55.0,15.0,6.0,15.0,9.0,94.0,23:00,7:00,walk,blue
15277,2,No,Sports,Auditory,5PD1N1,Female,N,45.0,5.0,19.0,6.0,13.0,98.0,23:00,7:00,walk,yellow
15278,0,No,None,Visual,YEXT9R,Female,No,67.0,12.0,16.0,16.0,7.0,,22:00,6:00,private transport,yellow
15279,0,No,Clubs,Auditory,DC9LBQ,Female,Yes,54.0,20.0,1.0,16.0,8.0,94.0,23:00,7:00,walk,green
15280,2,No,None,Visual,9O8DGS,Male,Yes,80.0,16.0,3.0,15.0,7.0,92.0,21:00,5:00,public transport,white
15281,0,No,Sports,Auditory,CNDTMY,Male,No,74.0,18.0,2.0,16.0,9.0,91.0,21:00,5:00,public transport,blue
15282,1,Yes,Clubs,Visual,ZMEWNA,Male,No,,14.0,16.0,16.0,0.0,94.0,23:00,7:00,walk,black
15283,1,No,Arts,Visual,A4D4KO,Male,No,85.0,18.0,7.0,15.0,9.0,94.0,22:00,6:00,private transport,red
15284,1,Yes,Arts,Auditory,EIHLBT,Female,No,49.0,21.0,4.0,16.0,13.0,91.0,21:00,5:00,public transport,yellow
15285,0,No,Clubs,Auditory,ESPETH,Female,Yes,78.0,8.0,14.0,16.0,7.0,94.0,21:30,5:30,public transport,yellow
15286,1,Yes,Clubs,Auditory,MXT4PI,Female,No,69.0,13.0,6.0,16.0,15.0,92.0,21:30,5:30,public transport,green
15287,2,No,None,Visual,LFO675,Male,N,69.0,16.0,6.0,16.0,19.0,90.0,22:00,6:00,private transport,black
15288,1,Yes,Sports,Auditory,XBE348,Male,Yes,68.0,16.0,5.0,15.0,14.0,98.0,22:30,6:30,private transport,red
15289,2,No,None,Visual,DB2TJ1,Male,No,51.0,13.0,9.0,16.0,16.0,94.0,23:00,7:00,walk,yellow
15290,0,Yes,None,Visual,8XV2WS,Male,Yes,85.0,15.0,1.0,15.0,8.0,90.0,23:00,7:00,walk,white
15291,1,No,Clubs,Auditory,YM2RRA,Female,Yes,69.0,10.0,12.0,15.0,14.0,97.0,23:00,7:00,walk,green
15292,0,Yes,None,Visual,Y5PLE8,Male,Yes,80.0,15.0,3.0,15.0,10.0,97.0,21:00,5:00,public transport,yellow
15293,2,No,Sports,Auditory,QKNVG1,Male,No,38.0,20.0,3.0,15.0,11.0,75.0,23:00,6:00,private transport,blue
15294,0,No,Clubs,Auditory,KAE1AZ,Female,Yes,68.0,14.0,7.0,15.0,13.0,92.0,21:00,5:00,public transport,yellow
15295,1,No,Arts,Auditory,LPHW9F,Male,Yes,53.0,20.0,10.0,16.0,13.0,96.0,22:00,6:00,private transport,red
15296,2,No,Arts,Auditory,1A9Z8H,Female,Yes,53.0,7.0,12.0,16.0,13.0,91.0,21:30,5:30,public transport,black
15297,0,No,None,Auditory,JW0NFX,Female,No,59.0,3.0,18.0,15.0,17.0,96.0,22:00,6:00,private transport,blue
15298,0,No,CLUBS,Auditory,3W2E0P,Female,Yes,68.0,1.0,20.0,15.0,11.0,96.0,22:30,6:30,private transport,yellow
15299,0,Yes,None,Visual,9YN0XU,Male,Yes,80.0,12.0,3.0,16.0,5.0,95.0,21:30,5:30,public transport,white
15300,2,No,Arts,Auditory,WUDN46,Male,Yes,77.0,14.0,7.0,15.0,6.0,91.0,22:00,5:00,public transport,yellow
15301,2,Yes,Sports,Visual,H0X53S,Male,No,68.0,11.0,3.0,15.0,9.0,95.0,23:00,7:00,walk,red
15302,1,No,Arts,Auditory,8O9X0O,Female,No,54.0,8.0,21.0,15.0,20.0,95.0,21:00,5:00,public transport,black
15303,1,No,Sports,Visual,IORT3O,Male,No,54.0,28.0,2.0,15.0,6.0,98.0,21:00,5:00,public transport,blue
15304,1,Yes,Sports,Visual,6KHUKI,Female,N,85.0,15.0,2.0,5.0,5.0,94.0,21:00,5:00,public transport,red
15305,0,No,None,Auditory,PW1Q2P,Female,Yes,66.0,15.0,7.0,15.0,11.0,97.0,21:00,5:00,public transport,red
15306,1,No,None,Visual,5S24ZP,Female,Yes,61.0,3.0,25.0,15.0,15.0,92.0,21:30,5:30,public transport,green
15307,0,No,None,Auditory,OFEPAD,Male,No,91.0,15.0,6.0,15.0,6.0,91.0,21:30,5:30,public transport,red
15308,1,No,Sports,Auditory,GSN91S,Male,Yes,67.0,24.0,4.0,16.0,8.0,96.0,22:00,6:00,private transport,red
15309,1,No,Sports,Auditory,A7WQ0K,Female,No,50.0,13.0,17.0,15.0,6.0,99.0,23:00,7:00,walk,green
15310,0,Yes,None,Visual,X46WCE,Male,Yes,80.0,10.0,5.0,15.0,9.0,98.0,23:00,7:00,walk,yellow
15311,2,No,Clubs,Visual,7JP61Y,Male,Yes,61.0,11.0,9.0,6.0,19.0,100.0,23:00,7:00,walk,blue
15312,0,No,None,Visual,5860X3,Female,No,90.0,6.0,12.0,15.0,10.0,97.0,23:00,7:00,walk,green
15313,1,Yes,CLUBS,Auditory,79HYRQ,Male,Yes,72.0,20.0,1.0,15.0,20.0,94.0,23:00,7:00,walk,white
15314,0,Yes,None,Visual,ZP5J6F,Female,No,83.0,7.0,9.0,16.0,5.0,95.0,21:30,5:30,public transport,yellow
15315,1,No,Arts,Auditory,DL5E40,Male,Yes,,15.0,7.0,16.0,8.0,96.0,21:30,5:30,public transport,green
15316,2,No,Sports,Auditory,ZL0EAA,Male,No,41.0,10.0,13.0,15.0,11.0,69.0,0:30,6:30,private transport,yellow
15317,0,Yes,None,Auditory,UGGS5K,Male,Yes,75.0,11.0,4.0,15.0,10.0,,21:00,5:00,public transport,blue
15318,1,No,Sports,Visual,XDEB7P,Female,Yes,54.0,2.0,28.0,15.0,16.0,97.0,21:00,5:00,public transport,white
15319,1,No,Clubs,Visual,BS4AUN,Female,No,47.0,3.0,27.0,15.0,1.0,93.0,21:30,5:30,public transport,red
15320,2,No,Sports,Visual,1RLW1U,Male,No,70.0,16.0,7.0,5.0,8.0,92.0,21:00,5:00,public transport,white
15321,2,No,Clubs,Visual,Q47FCR,Male,No,79.0,11.0,10.0,15.0,5.0,98.0,22:30,6:30,private transport,black
15322,2,Yes,Clubs,Visual,MUIOOF,Female,Yes,76.0,9.0,5.0,15.0,7.0,93.0,21:00,5:00,public transport,yellow
15323,1,Yes,None,Visual,YZINU0,Male,No,91.0,21.0,0.0,15.0,5.0,98.0,21:30,5:30,public transport,red
15324,1,Yes,Arts,Visual,JOBMH6,Female,No,49.0,22.0,8.0,16.0,0.0,92.0,21:30,5:30,public transport,white
15325,2,Yes,None,Visual,POMAYA,Female,No,70.0,13.0,2.0,15.0,11.0,96.0,22:30,6:30,private transport,green
15326,1,Yes,Sports,Auditory,87WAZX,Female,Yes,,7.0,10.0,16.0,9.0,96.0,21:00,5:00,public transport,blue
15327,1,No,Arts,Visual,J5E618,Female,Yes,76.0,6.0,19.0,15.0,11.0,100.0,21:30,5:30,public transport,black
15328,0,No,None,Auditory,C89M3J,Female,Yes,95.0,15.0,7.0,16.0,7.0,98.0,21:30,5:30,public transport,black
15329,0,No,Clubs,Auditory,XLCVQK,Male,No,63.0,16.0,11.0,16.0,10.0,90.0,21:30,5:30,public transport,black
15330,1,No,Sports,Visual,AYSVGE,Female,Yes,67.0,5.0,23.0,15.0,11.0,92.0,21:00,5:00,public transport,yellow
15331,1,Yes,SPORTS,Auditory,VITDLI,Male,No,77.0,12.0,9.0,16.0,7.0,93.0,23:00,7:00,walk,blue
15332,2,No,Clubs,Auditory,82PI83,Female,Yes,53.0,7.0,12.0,16.0,12.0,94.0,21:00,5:00,public transport,yellow
15333,1,No,Arts,Visual,3YYZXG,Male,Yes,79.0,20.0,5.0,15.0,5.0,96.0,21:30,5:30,public transport,green
15334,1,No,Sports,Auditory,QN7BN7,Female,No,44.0,18.0,7.0,15.0,9.0,96.0,21:00,5:00,public transport,blue
15335,0,No,None,Auditory,0LJ52S,Male,No,64.0,18.0,9.0,15.0,6.0,91.0,22:00,6:00,private transport,yellow
15336,2,Yes,None,Visual,1JBI9M,Female,No,85.0,10.0,8.0,16.0,6.0,92.0,22:00,6:00,private transport,yellow
15337,0,No,Arts,Visual,Q5Y0O0,Female,No,,12.0,8.0,16.0,9.0,96.0,22:30,6:30,private transport,black
15338,0,No,Sports,Auditory,V25A1A,Female,Yes,66.0,23.0,4.0,16.0,12.0,100.0,22:00,6:00,private transport,blue
15339,2,No,Sports,Auditory,EBJWHD,Male,Yes,60.0,10.0,12.0,16.0,12.0,99.0,22:30,6:30,private transport,black
15340,2,No,Arts,Auditory,B59D53,Male,No,51.0,18.0,2.0,15.0,14.0,92.0,23:00,7:00,walk,yellow
15341,2,No,Sports,Auditory,R56WRJ,Female,No,41.0,4.0,18.0,16.0,13.0,99.0,23:00,7:00,walk,green
15342,2,No,Sports,Auditory,4TEEAC,Female,Y,69.0,3.0,20.0,15.0,8.0,92.0,22:00,6:00,private transport,black
15343,2,No,None,Visual,4A0PD3,Female,Yes,78.0,8.0,9.0,16.0,5.0,91.0,21:00,5:00,public transport,green
15344,2,Yes,Sports,Visual,A41R67,Male,No,71.0,11.0,4.0,16.0,13.0,97.0,21:00,5:00,public transport,yellow
15345,2,Yes,None,Visual,GX8QY3,Male,No,79.0,13.0,1.0,15.0,9.0,98.0,22:00,6:00,private transport,blue
15346,2,No,Clubs,Auditory,KZEXCP,Female,N,68.0,17.0,2.0,15.0,6.0,98.0,22:30,6:30,private transport,white
15347,0,No,None,Auditory,E75GWC,Female,Yes,67.0,8.0,19.0,16.0,16.0,91.0,23:00,7:00,walk,blue
15348,1,No,Sports,Auditory,Y6ES0J,Male,No,51.0,12.0,13.0,15.0,18.0,95.0,23:00,7:00,walk,green
15349,1,No,Arts,Auditory,1MLTRW,Female,Yes,52.0,4.0,21.0,16.0,18.0,100.0,21:30,5:30,public transport,white
15350,0,Yes,Sports,Auditory,V555B1,Male,Yes,75.0,14.0,2.0,16.0,6.0,94.0,21:30,5:30,public transport,blue
15351,1,No,None,Auditory,XIN4RX,Male,No,41.0,27.0,1.0,15.0,13.0,91.0,23:00,7:00,walk,white
15352,0,No,Sports,Auditory,N0Y0BD,Male,Yes,66.0,21.0,6.0,15.0,16.0,94.0,23:00,7:00,walk,green
15353,0,Yes,Clubs,Auditory,T14GWN,Female,No,76.0,18.0,3.0,16.0,0.0,94.0,23:00,7:00,walk,black
15354,2,No,Arts,Auditory,BB5DFB,Female,Yes,42.0,18.0,6.0,15.0,13.0,97.0,21:00,5:00,public transport,black
15355,1,Yes,None,Auditory,6LSFP4,Male,Yes,85.0,14.0,8.0,16.0,5.0,,21:00,5:00,public transport,white
15356,1,No,Arts,Auditory,UFQIDX,Male,No,,13.0,18.0,15.0,11.0,97.0,22:30,6:30,private transport,white
15357,1,No,None,Auditory,SXMDAP,Male,Yes,65.0,18.0,10.0,16.0,14.0,92.0,21:00,5:00,public transport,red
15358,0,Yes,Arts,Visual,BJ6RF4,Female,No,78.0,4.0,16.0,15.0,8.0,98.0,21:30,5:30,public transport,yellow
15359,1,No,Clubs,Auditory,LGTO0R,Male,Yes,67.0,14.0,14.0,16.0,13.0,93.0,21:00,5:00,public transport,black
15360,1,No,Sports,Auditory,IZQMD1,Male,Yes,59.0,20.0,7.0,16.0,16.0,100.0,22:00,6:00,private transport,green
15361,1,Yes,Sports,Visual,6TBTC3,Female,Yes,49.0,28.0,2.0,16.0,0.0,89.0,22:30,6:30,private transport,yellow
15362,0,No,Clubs,Visual,864VNE,Male,Yes,74.0,21.0,0.0,16.0,17.0,100.0,22:00,6:00,private transport,blue
15363,2,No,Sports,Visual,FA0LWZ,Male,No,74.0,10.0,13.0,15.0,8.0,90.0,22:30,6:30,private transport,red
15364,0,No,Clubs,Auditory,1N34B3,Female,Yes,58.0,3.0,24.0,16.0,5.0,94.0,22:30,6:30,private transport,yellow
15365,1,No,Arts,Auditory,8DY26M,Male,Yes,54.0,17.0,12.0,15.0,12.0,94.0,23:00,7:00,walk,red
15366,1,Yes,None,Auditory,3XEZX7,Male,Yes,70.0,12.0,7.0,16.0,6.0,95.0,22:30,6:30,private transport,blue
15367,0,No,Arts,Auditory,CPFTQX,Female,N,67.0,6.0,21.0,15.0,8.0,96.0,21:00,5:00,public transport,black
15368,0,No,Clubs,Auditory,5U8VL2,Male,Yes,59.0,15.0,12.0,16.0,6.0,95.0,21:30,5:30,public transport,white
15369,2,No,Arts,Auditory,JTK7SR,Male,No,54.0,15.0,7.0,15.0,14.0,96.0,22:30,6:30,private transport,black
15370,1,Yes,None,Auditory,NSDX9G,Female,Yes,78.0,14.0,7.0,15.0,9.0,100.0,23:00,7:00,walk,black
15371,0,No,None,Visual,DT9WGX,Female,Yes,94.0,21.0,4.0,16.0,7.0,94.0,21:30,5:30,public transport,red
15372,1,Yes,Arts,Auditory,YYPLP7,Female,Yes,80.0,4.0,18.0,15.0,8.0,94.0,21:00,5:00,public transport,white
15373,1,No,Clubs,Auditory,AHE0IM,Male,No,44.0,10.0,14.0,15.0,7.0,92.0,22:00,6:00,private transport,red
15374,0,Yes,NONE,Visual,CSFVE5,Male,Yes,87.0,13.0,5.0,16.0,6.0,98.0,22:00,6:00,private transport,blue
15375,2,No,Arts,Auditory,QHZMXA,Male,No,56.0,12.0,7.0,16.0,8.0,,22:00,6:00,private transport,green
15376,0,No,Arts,Visual,SQZ8Z5,Female,Yes,91.0,17.0,6.0,16.0,9.0,94.0,21:00,5:00,public transport,yellow
15377,2,No,Sports,Auditory,CX193L,Male,Yes,66.0,19.0,0.0,15.0,5.0,96.0,21:00,5:00,public transport,yellow
15378,2,No,ARTS,Auditory,CA05K9,Male,No,59.0,10.0,10.0,15.0,19.0,96.0,21:00,5:00,public transport,red
15379,1,Yes,Arts,Auditory,5UECIP,Female,Yes,72.0,17.0,3.0,16.0,14.0,99.0,21:00,5:00,public transport,blue
15380,0,Yes,Clubs,Visual,0JPOWG,Female,No,80.0,21.0,0.0,16.0,5.0,92.0,22:00,6:00,private transport,red
15381,0,No,None,Visual,309DJH,Male,Yes,72.0,19.0,8.0,16.0,6.0,96.0,21:30,5:30,public transport,red
15382,2,No,Sports,Auditory,0PPA1A,Female,Yes,58.0,13.0,5.0,15.0,14.0,94.0,21:00,5:00,public transport,red
15383,1,No,Arts,Auditory,BFC0BF,Female,Yes,66.0,19.0,3.0,16.0,10.0,93.0,23:00,7:00,walk,black
15384,1,Yes,Clubs,Auditory,RB5OCH,Female,Yes,78.0,10.0,11.0,15.0,8.0,97.0,21:30,5:30,public transport,blue
15385,0,Yes,None,Visual,0OH5NP,Male,No,78.0,12.0,8.0,16.0,10.0,95.0,23:00,7:00,walk,yellow
15386,0,No,Clubs,Auditory,8K42A9,Female,No,54.0,9.0,12.0,15.0,9.0,,21:30,5:30,public transport,white
15387,0,No,Clubs,Visual,GWAN7K,Female,Yes,72.0,7.0,14.0,15.0,16.0,92.0,23:00,7:00,walk,red
15388,2,No,Sports,Auditory,LLZ6WT,Female,No,40.0,2.0,20.0,16.0,12.0,54.0,1:30,6:30,private transport,red
15389,1,No,Sports,Visual,AFDI14,Female,Yes,79.0,10.0,15.0,15.0,6.0,90.0,23:00,7:00,walk,white
15390,1,No,Clubs,Auditory,JV41S6,Female,Yes,59.0,6.0,21.0,16.0,9.0,97.0,21:00,5:00,public transport,blue
15391,0,No,Sports,Auditory,G365BJ,Male,No,63.0,11.0,10.0,15.0,18.0,91.0,21:30,5:30,public transport,blue
15392,1,No,Clubs,Auditory,JBM7L4,Male,No,47.0,21.0,4.0,15.0,12.0,93.0,23:00,7:00,walk,yellow
15393,0,No,Arts,Visual,VT4SMX,Female,Yes,68.0,11.0,11.0,16.0,15.0,94.0,23:30,6:30,private transport,yellow
15394,1,Yes,Clubs,Visual,3KQ1HU,Female,No,55.0,4.0,23.0,15.0,8.0,99.0,22:30,6:30,private transport,white
15395,1,No,Clubs,Visual,OUHE6N,Female,Yes,77.0,22.0,3.0,15.0,8.0,97.0,21:00,5:00,public transport,blue
15396,0,Yes,None,Visual,7A1D5Z,Male,Yes,79.0,16.0,1.0,15.0,10.0,97.0,23:00,7:00,walk,red
15397,1,No,Sports,Auditory,IQNVPH,Male,Yes,61.0,18.0,4.0,15.0,8.0,90.0,21:00,5:00,public transport,black
15398,0,No,Sports,Auditory,TPCSVO,Male,No,63.0,14.0,13.0,16.0,10.0,99.0,23:00,7:00,walk,white
15399,0,No,Sports,Auditory,AXZN2E,Male,No,66.0,24.0,3.0,16.0,7.0,95.0,21:30,5:30,public transport,yellow
15400,1,No,Sports,Auditory,ZA64M7,Female,Yes,63.0,22.0,6.0,16.0,8.0,93.0,22:30,6:30,private transport,black
15401,1,No,None,Auditory,HIQ54E,Male,No,62.0,17.0,11.0,16.0,7.0,97.0,22:00,6:00,private transport,white
15402,1,No,Clubs,Auditory,COB12Z,Male,No,53.0,23.0,8.0,16.0,18.0,91.0,0:00,7:00,walk,blue
15403,1,No,Sports,Visual,FOB49W,Female,No,55.0,17.0,9.0,16.0,15.0,97.0,23:00,7:00,walk,yellow
15404,0,Yes,None,Visual,14LSS0,Female,Yes,84.0,0.0,20.0,16.0,9.0,93.0,21:00,5:00,public transport,yellow
15405,2,Yes,Sports,Visual,ZGUOBC,Male,No,72.0,10.0,10.0,16.0,13.0,100.0,23:00,7:00,walk,red
15406,1,No,Clubs,Auditory,4QUSH8,Male,Yes,56.0,10.0,12.0,15.0,9.0,93.0,21:00,5:00,public transport,yellow
15407,0,No,Arts,Auditory,WMCAG4,Female,Yes,71.0,11.0,10.0,15.0,12.0,94.0,22:30,6:30,private transport,blue
15408,1,No,Sports,Auditory,LTO5SJ,Female,No,58.0,18.0,13.0,15.0,12.0,,22:30,6:30,private transport,black
15409,1,No,Sports,Visual,9IYG6I,Female,Yes,49.0,22.0,8.0,16.0,15.0,67.0,0:00,6:00,private transport,white
15410,2,Yes,None,Visual,9DVWQG,Female,No,,11.0,7.0,15.0,8.0,91.0,22:00,6:00,private transport,white
15411,0,Yes,Arts,Auditory,T2J20Z,Female,Yes,82.0,9.0,11.0,16.0,8.0,97.0,22:00,6:00,private transport,green
15412,1,No,Arts,Auditory,W46GBE,Female,Yes,64.0,21.0,7.0,15.0,14.0,,22:30,6:30,private transport,yellow
15413,1,No,Clubs,Visual,JWPAZL,Female,Yes,47.0,13.0,17.0,16.0,1.0,93.0,23:00,7:00,walk,white
15414,0,No,None,Visual,3PHLXS,Female,Yes,87.0,22.0,1.0,15.0,8.0,94.0,22:30,6:30,private transport,black
15415,1,No,None,Auditory,R082XV,Female,Y,65.0,27.0,1.0,16.0,14.0,97.0,23:00,7:00,walk,black
15416,1,No,Arts,Visual,K6PF0T,Female,No,56.0,6.0,20.0,15.0,14.0,93.0,22:00,6:00,private transport,black
15417,1,No,Clubs,Auditory,I3TH78,Female,Yes,54.0,0.0,24.0,16.0,11.0,92.0,21:00,5:00,public transport,yellow
15418,1,Yes,Clubs,Auditory,B40ZPB,Male,Yes,74.0,20.0,1.0,15.0,16.0,91.0,22:00,6:00,private transport,blue
15419,1,No,None,Auditory,URP7YX,Male,Yes,61.0,14.0,8.0,16.0,15.0,,22:00,6:00,private transport,yellow
15420,0,No,Clubs,Auditory,RO0L0M,Female,No,61.0,8.0,14.0,15.0,14.0,94.0,22:30,6:30,private transport,green
15421,0,No,None,Visual,8TO407,Female,Yes,79.0,20.0,8.0,16.0,5.0,94.0,23:00,7:00,walk,blue
15422,2,No,Arts,Auditory,KXEAFZ,Male,No,50.0,21.0,1.0,15.0,18.0,85.0,23:30,6:30,private transport,red
15423,2,No,Arts,Auditory,HMTY4S,Female,No,53.0,10.0,9.0,16.0,5.0,94.0,23:00,7:00,walk,yellow
15424,2,Yes,Sports,Visual,U7L84T,Male,Yes,76.0,14.0,0.0,16.0,7.0,100.0,23:00,7:00,walk,red
15425,2,No,Clubs,Visual,JQ45ZP,Male,Yes,78.0,18.0,1.0,16.0,10.0,98.0,22:00,6:00,private transport,red
15426,2,No,None,Auditory,TC2ZZV,Male,Yes,71.0,14.0,5.0,16.0,6.0,94.0,21:00,5:00,public transport,black
15427,1,No,Sports,Auditory,E34P0L,Female,Yes,69.0,7.0,21.0,16.0,5.0,98.0,22:00,6:00,private transport,green
15428,0,Yes,Clubs,Visual,GTMT8D,Male,No,74.0,16.0,2.0,15.0,12.0,98.0,21:30,5:30,public transport,yellow
15429,0,No,Clubs,Visual,IQPZ9A,Male,Yes,84.0,17.0,6.0,16.0,8.0,96.0,22:00,6:00,private transport,yellow
15430,0,Yes,None,Visual,K6LJDH,Male,No,72.0,18.0,0.0,16.0,10.0,92.0,23:00,7:00,walk,white
